defid	word	variant	label_index	definition
422657	yayo	llello	6	Cocaine. The actualy spelling is llello. The use of yayo came about after some wannabe punk kids thought it was spelled that way. Fuckers.
423590	shlong	schlong	33	"Misspelling of the world ""schlong,"" or penis. Probably derived from the German ""schlange"" for snake, which, pronounced in German, must have sounded like ""schlong"" to native English speakers."
425468	petifile	pediphile	5	A mis-spelling of the word pediphile.
432265	grate	great	9	"Originally some noroM's mis-spelling of the word ""great."" Now used to refer to those noroMs."
432861	pacifically	specifically	8	"Ebonics spelling and pronounciation for the word ""specifically"""
435110	wao	wow	5	A r0xx0r way of spelling wow.
435225	Kundt	cunt	15	Purpose misspelling of the word cunt German-style. Also seen as whette kundt. See cunt.
437363	biza	 bitch	4	another way to say bitch. Used to downgrade someone.
437916	sewisare	suisare	3	Alternate spelling for suisare
439937	alkohol	alcohol	11	The ganster spelling of alcohol. Many european languages also spell alcohol this way.
440482	nublod	unbold	6	"Kona's holy misspelling of ""unbold"""
441927	ReligiCon	religicon	12	A fundamentalist religious conservative. Also see fundie. Alternate spellings: religicon, religi-con.
443967	meating	meeting	16	1. Viciously slaughtering, to make meat out of someone. 2. Misspelling of the word meeting.
443976	Eiler	eviler	6	"1.A mispelling of the word ""Eviler"" 2.Also an English teacher"
444766	stuipid	stupid	10	how stupid person spells stupid a stupid way of spelling stupid sometimes how potheads who try to type too fast spell it,i know from expireance
444947	niccle	nibble	4	A miss spelling of nibble.
453588	skyfe	skife	3	alternative spelling of skife
454218	behenchod	bhenchod	50	"1) Abusive word, literally meaning ""sister fucker"", but is used as a slang abuse word such as ""mother fucker"" is used in English. 2) This word is also used as ""damn"" is used in English. Alternate spelling ""bhenchod"""
455051	bearfoot	barefoot	19	(n.): the foot of a bear. Often indicates a big foot. A misspelling of barefoot.
455617	Woah	whoa	4	An alternate spelling of whoa.
455863	homo	 homosexual	6	A shortened version of the word homosexual, meaning someone who likes members of the same sex. Often used as a derograty term by dumbasses.
456758	ambidextrious	ambidextrous	3	common misspelling of ambidextrous.
456892	lvoe	love	9	"The ""online"" spelling of the word ""love,"" often used when the actual spelling seems too strong."
457343	stuph	stuff	5	"Kooler way of spelling ""stuff"""
458537	bluh	bull	8	"A slang term and slight misspelling for ""bull"". Used when something is just lame."
458993	petifile	pedophile	4	Mispelling of the word PEDOPHILE.
460900	yuppers	yeppers	10	"The wrong way of spelling ""yeppers"". See yeppers"
461608	pr0n	prawn	5	"Internet slang spelling for ""prawn."" Can also be used in the place of porn."
462055	shloogamahoof	schloogamahoof	3	Alternate spelling of Schloogamahoof, the last audible word uttered by Fred Flooftdooft, as recorded by Harry Hurtleflab (1922-1996) during an ill-fated hunt for wild zangdoos in the upper reaches of the Meep Zonk Delta.
464316	danyo	daniel	13	"1. The phonetic spelling for the quick pronunciation of the almighty name ""Daniel"" 2. Nickname given to the highest ranking of Daniels 3. The absense of a space and/or comma between calling your friend, Dan, and greeting him."
467420	googleplex	googolplex	5	"A common misspelling of ""googolplex"", which is the number represented by a 1 followed by a googol zeros."
489331	ninga	ninja	2	Mispelling of ninja.
493048	nood	nude	5	An alternative way of spelling nude
495745	auka	ok	4	an alternate spelling of OK
496518	satin	satan	3	A misspelling of satan.
498160	Psuedoultrapsuedoantidisestablishmentarianism	pseudoultrapseudoantidisestablishmentarianism	8	Misspelling of a very long word indeed: Pseudoultrapseudoantidisestablishmentarianism
499791	pipsicle	popsicle	50	"Pipsicle is a mispelling of the word popsicle. sue_wallins, a made up character which I used to deceive ego_trip on IRC with, used it repeatedly to annoy and confound him. In the end ego_trip believed it was a real person who was actually mispelling the word popsicle as 'pipsicle' at every opportunity. To this day I am still amazed by his flagrant stupidity and gullibility. Above you can see his ""hilarious"" definition of pipsicle that he posted as some sort of attempt at revenge on sue_wallins for being a complete and utter bitch."
504083	pogger	 arse-rape	3	another word for arse-rape
504432	woah	whoa	3	incorrect spelling of whoa
504572	miaow	meow	3	British spelling for meow, the sound made by female cats.
509100	puusy	pussy	10	Deliberate (or sometimes accidental) mis-spelling of the word pussy. Can be used as an alternative, in a jokey way.
511093	mopho	mofo	14	1. The abbreviation and concatenation of of 'mobile phone' 2. A misspelling of mofo
511183	thow	though	8	"Uber-l33t spelling of the common English word ""though."""
511342	probly	probably	10	"most often, an internet misspelling of the word ""probably."" usually used by preteen girls who are either stupid or lazy."
511994	athiest	atheist	3	"Misspelling of ""atheist"""
515233	Molech	moloch	5	A modern alternate spelling of Moloch.
518063	bently	bentley	4	Retarded way of spelling Bentley.
518529	moew	more	5	Moew is a misspelling of more
521765	Phraqchyre	fracture	7	"An alternate spelling of the word ""Fracture"""
522924	hobit	hobbit	5	a mispelling of the word hobbit
524056	Yii	yes	8	"a phonetic spelling of a variant of ""yes"""
525277	amain	amain	6	amain... a complete misspelling of amain I DID IT AGAIN!!! AMAZING
525468	technochocolateland	tenochtitlán	5	Strong Bad's misspelling of Tenochtitlán. From it, derives the word technochocolate.
529557	Geeko	 geek	5	Modern version of the word geek. Geeko is taken from the O language, invented in the early nineties and is still used in some suburbs of East England. When combining words from the O language with standard English vocabulary, you must include 'the' before the word.
529667	smrt	smart	5	Homer Simpson's spelling of smart
529826	butt-head	butthead	4	The correct spelling of butthead.
531717	pennance	penance	3	a misspelling of penance
532115	Camero	camaro	5	Improper spelling of the word Camaro, often used by people with half a brain and half an engine.
533170	Daiye	day	8	"Derek Zoolander's spelling of the word ""Day""."
536448	opi3	opie	6	"The ""l337"" spelling of opie. (1. (n.)A character from The Andy Griffith Show one of the most popular comedies in the history of american television which first aired in 1960. (2. (n.)A derogatory term for generic white Americans. (3. (n.) A web developer from NC who will drink all your fuckin root beer. (v.) The act of publishing good websites and/or drinking all of someones fuckin root beer."
539157	Satin	satan	76	"1) An utterly horrible misspelling of the word ""Satan"". Anyone who uses the word ""satin"" in any other context besides, ""Oh, what lovely satin sheets you have!"" should not be allowed the privilege of breathing and shout be shot, or beaten to death with a pentacle. they seem to like those a lot. (The worst part is that I've seen satan spelled with an I more than I've seen it the correct way. 2) Yet another sign that humanity is doomed."
539658	dumbsy	clumsy	5	a misspelling of the word clumsy
540485	bobakoo	bar-ba-que	4	a misspelling/ mispronunceation for bar-ba-que
545698	m33k	mike	10	I AM M33K, its a retarted way of spelling mike
547241	qunt	cunt	5	"An alternative spelling for ""cunt"", great for those times of chatroom moderation."
547243	qir	queer	3	Alternate spelling for queer. Meaning gay.
548655	haxx0r	hacker	3	l33t spelling for hacker
549815	pwoned	powned	15	to be owned, or showed up by another. As an alternative spelling of powned, pwoned takes on a 'haxor' computer user overtone. Assumedly the creative spelling emulates a keyboarding mistake.
552561	subzero20	subzero2o	5	1. A horrendus misspelling of subzero2o. 2. A qual-esque typo.
555525	rec	 recreation	7	a short fort form of the word recreation; women, usually ready to engage in sexual relations very quickly;
558141	kuwal	cool	8	"something that is awesome another spelling for ""cool"""
558254	pudekcuf	fuckedup	4	the reverse spelling of fuckedup, to be extremely intoxicated by a drug.
558526	klass	class	6	Another spelling of class. Meaning.. class. Or brilliant or somesuch. Pronounce like a n00b teenage girl.
558599	ahve	have	5	"a stylish replacement for ""have"" that's evolved from spelling mistake to 1337 speak on the internet"
559418	Quib	kib	7	see kib a more formal spelling of kib.
561405	bebeh	baby	4	An alternate spelling of baby, most often associated with sleazy old men, people who are trying to be ghetto, and people with speech impediments.
564675	rockweiler	 rottweiler	5	A mispronunciation of the word Rottweiler by blacks. Now accepted as the correct pronunciation by african americans.
566499	Bajesus	bajeezus	24	Small spirit that lives inside all living things. In times of extreme emotion, it leaves the body. Alt. spellings: Bajeezus, Ba-Jesus
566765	smeckle	 cock	3	Another word for cock, dick.
570061	dashk	jackass	20	"1. A term used to describe idiots that wish they were japanese. 2. Alternate spelling of the word ""Jackass"""
570625	Ho-thority	hothority	5	Ho-thority (alternate spellings: Hothority, h0th0r1ty, etc.) n. 1) The power that a woman posseses in regards to her control over her man. 2) The authority that comes with being a ho.
572076	chieftain	 masturbation	3	Another word for masturbation.
572243	Modle	model	21	Modle is a word because Traci wanted it to be. It is defined as an alternate spelling of the word model.
573032	t00l	 tool	8	(Verb) Internet slang for the word tool similar in definition but does not relate to male body parts. 1. Being a complete Moron/Asshat 2. Doing something stupid at anothers transgression withut realising it 3. losing in a game due to your own fault, loser.
574646	bytch	bitch	4	An alternate spelling of bitch used in online games where a swear filter is present, such as Gunbound or Lineage 2.
575023	swoe	 cool	17	"A word my juggalos at school thought up; basically an advanced form of the word ""cool""."
575348	k0k	cock	17	(n.) Alternate spelling (specifically in 1337 sp34k (or l33tsp33k) for the word cock.
575763	hort	hot	9	"1) A drunken mis-spelling of the word ""hot"" 2) Extreme hotness of a vaguely homosexual nature 3) What Braden is"
575779	wassoup	wassup	3	A mispelling of wassup or wall fixtures...
576459	ont	 ownt	12	Originally started by =LORD=, it was a misspelling of the word ownt, which is a synonym for pwnd, owned, and all other gank words. It took immediate liking to all other =LORD= members, and started being used throughout the gaming community. Each =LORD= member has their own version of ont
577547	cume	cum	5	A really bad spelling of cum.
580487	quel	kewl	7	KEWL. The quel way of spelling kewl (aka cool)
582075	fuk	fuck	6	"A misspelling of the word ""Fuck""."
583720	yse	 yes	10	"An 11-year-old, AIM user's way of saying ""yes."""
585290	Katifo	ktfo	10	Unconcious due to traumatic injury. An alternate spelling of ktfo, which gives it a pronunciation.
586316	kewl	cool	15	adj. antonym of the word cool. originates from a misspelling of the word cool (ironically), but because of the fact that the only ones to make this mistake were, in fact, n00B fucks the word assumed it's own meaning. not regarded as at all derogatery due to the misunderstanding of meanings.
587765	effing	fucking	7	"The edited version of the word ""fucking."" Spelled this way, it is incorrect. The letter ""F"" is not to be spelled out. See F'n or F'in for correct spelling."
590333	kewl	cool	7	Kewl is an alternate way of spelling cool that lots of people online use...not just 'potheads' and 'geeks' as some other douche entered. My girlfriend uses it. So suck on that.
590957	scantless	scandalous	4	another way of spelling/saying scandalous. someone who is sneaky, scurvy...etc.
593663	meglomania	megalomania	3	unusual spelling of megalomania
593857	STFY	stfu	4	"1. Common misspelling of STFU. Often followed by its correct spelling in the next message. 2. Can be quickly given the meaning ""SHUT THY FUCKING YAP"" when confronted about your misspelling."
602200	pheonix	phoenix	2	Mispelling of phoenix.
602751	Eimi	amy	5	1.A retarded way of spelling Amy. 2.A fucknut with twinkies. 3.A bitch that thinks she roxxors at Soul Calibur 2, but was killed by pressing A repeatedly. 4. If what you don't know can't hurt you, she's invincible.
602978	bicth	bitch	7	"An ignorant mexican/wetback way of spelling ""bitch"""
602995	esezx	sex	4	"1. Misspelling of ""sex."" Originally in Arfenhouse the Movie. 2. What Housemaster has with Good Kitty every day."
604388	pwn	own	14	1. A combonation of the words pow and own. 2. A mispelling of own used to insult an opponent.
605702	Sl00t	slut	4	n. Hax0r spelling of slut. Person who enjoys making out with midgets and people named Boohiss. Has retarded fat-faced friends.
607103	Rite	right	7	"Its not an incorrect spelling of ""right"", its an actual word, meaning a religious celebration or law."
610115	Jobbie	joby	11	(Scottish usage) A poo poo. Variant spelling of joby. Plural is Jobbies.
613952	shmegma	smegma	4	A incorrect spelling of smegma. However a somewhat common error.
614855	snrang	strange	7	"A Gorillaz Mb slang term for ""strange"". Its establishment and came from luna18 and her horrible spelling."
616510	dipstool	 dipshit	5	Dipstool, Another word for dipshit, but less offensive.
620935	Plaster	 band-aid	6	Plaster is just another word for Band-Aid. They are used to protect a small cuts and wounds from infection.
660527	Weirdulized	 weird	8	"Simply a longer form of the word ""weird""."
660749	chonchie	 vagina	3	another word for vagina
663961	prieee	 beautiful	3	another word for beautiful
702902	esa	 ese	16	"The coolest dad one could ever have, the more cuddly version of the word ""ese""."
710569	anii	 anus	5	"plural of the word ""anus""."
713038	utemite	 utmost	10	a japanese cooking tool, or just another word for utmost
715526	buh	 buck	5	An abbreviation for the word buck or bucks(money). Usually referring to a low denomination
729807	bust	 chug	3	another word for chug
751730	fuyne	 fine	3	other word for fine.
767375	grassyass	 gracias	6	"the english way to say ""gracias"" which is spanish for thank you"
767485	fishtishish	 fictitious	7	Fistishish is a mispronunciation of the word fictitious. It means fake, made up.
784057	stuff	 condoms	3	Other word for condoms.
787474	jeebus	 jesus	6	Homer Simpson's way of saying Jesus. Highly offencive.
792321	besin	 gypsy	3	Another word for gypsy or traveller. An insult like the word Pikey.
797768	needful	 necessary	11	"An indian term usually used in place of the word ""necessary"""
805075	schmurich	 nonsense	3	Another word for nonsense.
813458	dope	 maurjauna	3	another word for maurjauna or drugs.
813757	hoobies	 boobies	3	another word for boobies or any word related to them.
833694	poopsies	 oops	6	It is a way of saying oops or oopsies. Or what your brain is made of.
835848	qualitay	quality	24	The word 'quality' is often mis-used to mean 'of good quality' although its true meaning is neutral (good quality, poor quality, etc.) 'Qualitay' is a deliberate misspelling and mis-pronunciation of the word 'quality'. It is used jokingly to mean 'good' -- in other words it absorbs the incorrect meaning assigned by many people to 'quality'.
844785	dirf	 diss	14	1.Another, and a cooler, way of saying duh. 2.Another word for diss.
848896	sogol	 goggles	3	another word for goggles, , smeshie smash, smish smosh, gogs, googlie, ga ga, goosh, sogs, soggy, sogalum (sogolm), sogster, soggy waffles, etc. you get the picture
849274	ppl	 people	39	"14 year old morons generaly use this for the word ""people"" on their gay little instant messangers. (MSN being the most popular) It seems to be the ""cool"" thing to do. People, or ""ppl' seem so fixed on the thought that this actually saves them time when they're typing on the computer."
864779	DSW	dirty	4	A way of saying Dirty, Skanky, whore with out hurting some ones feelings because we all should at least pretend to be nice.
867647	blems	 cigarettes	3	Another word for cigarettes
873837	Shyza	 shit	7	SHIT! in german another word for shit!
874695	Kremble	 crap	3	Another word for crap, or Bull-S***.
877063	T-units	 tits	6	"A variation of the word ""tits,"" inspired from the name of 50 cent's rap group(i.e. the G-Unit)."
884190	ossum	 awesome	20	"new spelling of the word ""awesome"" to seperate the different meanings. Ossum meaning ""cool"" and awesome meaning ""filling one with awe"" or sim."
891871	SNAZZYFIZZLE	 bubbles	4	Special way of saying bubbles... A Very special way.
922074	katzenjammer	 hangover	3	Another word for hangover, seen randomly used in spam in order to avoid detection.
933371	pizzimp	 pimp	3	another word for pimp in a differnt language me and shawn christ made up
943454	ne	 no	5	"Another way of saying ""no"" (Antonym = Naw)"
958355	ninjor	 donatello	3	another word for Donatello or Micheal Angello or possibly Rafeal...hmmm ya maybs Leonardo.
963402	yog	 cum	4	an other word for cum, after you have just climaxed
963690	metrosexual	 dandy	15	a man who gives exaggerated attention to personal appearance. modern form of the word dandy (noun) or fop. genuinely heterosexual.
968757	unihorn	 unicorn	4	variant of the word unicorn... except unicorns dont have one(uni) corn... they have one horn..!
973258	OMGZ0R	 omgz	5	The 1337 way to say omgz.
973412	burb	 brb	5	"another way of saying ""brb"" see also stuff you and lamayo."
974172	fack	 fuck	4	A way of saying fuck in online games and chat rooms so that it won't get censored but everyone still knows what you mean.
975563	gank	 weed	3	another word for weed or marijuana
1039245	nigling	nigger	56	"Nigling is a variation of the the word Nigger. The word Nigling, descibes the interactions of two Afro-carribean or similar males. Where the word Nigger that is used in conversation between two Afro-carribean or such like individuals (for example ""Yes my nigger""), Nigling is used in place of Nigger, to allow for individuals under the age of 18 to participate in the conversation ritual, however the recipient of the word Nigling, has to be of 18 years or less, in order for this transaction to take effect, whereas reguardless of whether the provider of the word is either above or below the age of 18 they should use this word to a minor. (Do not use the word Nigling to any person over 18 years of age, this would cause extreme offence)"
1044958	Nenita	 nenabut	6	Nenita is a another word for nenaBut a cuter way of saying it
1046398	poppit	 puppet	29	"Actually spelled: ""poppet"". Chiefly a British derivitive of the word ""puppet"". A darling, a small child, a doll, a puppet."
1062447	hoonie	 vagina	3	Another word for vagina.
1067759	penne	 penis	5	The italian way of saying penis or dick.
1085108	astronaut	 ass	11	"A word small children use in place of the word ""ass"""
1085228	jackweed	 dipshit	5	Just yet another word for dipshit, asswipe, loser moron, assclown, only I like the sound of it better. My greatest word invention yet.
1086495	awee	 away	6	"""1337"" way to say away"
1091757	spurned	 dissed	52	well you see as me and my friend michelle were reading in our religion books it said... > jesus was spurned and critisized and then we did so good ole research and asked her mom her mom told us like dissed .... hmm neato soo spurned is another word for dissed!
1100965	stix	 controller	4	Another way of saying Controller.
1102511	Amature	 amateur	5	Common Misspelling of the word amateur
1104427	caf	 cafeteria	10	The term used as a spoken abreviation of the word cafeteria, and is used mostly by college students across the country.
1106593	pax	 peace	4	russian way of saying peace. or latin. same shit. also a ghetto ass tv channel
1111686	ass	 buttocks	4	n. Another word for buttocks or hind quarters. n. reference to sex
1113324	cuz	 brother	13	"short for ""because"" or ""'cause"" or other word for brother, cousin, friend, etc."
1116350	wilt	 quilt	5	A euphemism for the word Quilt - used by those prone to wilting or kimming
1123305	shnucking	 fucking	3	another word for fucking
1129240	giner	 vagina	5	the hicks way of saying vagina. giner an over used word by little immature girls.
1137805	dojer	 weed	3	another word for weed, usually meaning high quality
1142369	jamboogity	 cool	30	Background: slang word started in California, but not really used. Used around in a certain group of friends to be random. Def: Another word for cool, awesome, sweet, nice, etc. adjective
1146098	sanctimonious	 big	7	the word sanctimonious is another word for big headed,self riteous, bitch, etc. sanctimonious people think they're it and act like it. they go around thinking they're brilliant, being sanctimonious is not a good thing!!
1155198	x-pac	 gay	26	"1. the little guy that boned Chyna in the ""1 Night in China"" porn publication featuring the buff lady. 2. Another word for gay"
1157832	imej	 image	4	"Another word for ""Image"" used only by Yohi (""the king"" as Uria loves to call him, in fact he's a mustard)."
1169500	l8z	 later	6	"Shorter term for the word ""Later"" which most of us know as a way of saying goodbye."
1170794	bayad	 bad	52	"What Scradam is for thinking he can get away with messing with the definitions for wonderfuls and luckies. He got it backwards, and that is BAYAD. Bayad is more or less a strongly distorted and slightly retarded pronunciation of the word ""bad"". Unlike the word ""bad"", bayad ALWAYS refers to something not good. Antonym: Grood"
1181829	inky	 high	3	another word for high
1187343	fhht	 fuck	8	"O.Z.R.A.T's slang term for the word ""FUCK"""
1195158	poseur	poser	39	A poser way to say the word poser. It is NOT the correct word, unless you are French/speaking French. If you ARE speaking in French, then you ARE using it correctly as the word for poser.
1207051	relative	 cousin	23	A way of saying cousin without actually saying it. So if your a blood, and you don't want to say cousin or cuz, you say relative.
1208689	fhht	 fuck	3	another word for FUCK
1218703	Barney	 poop	133	1.A giant Purple Dinosaur who waits until all the adults are gone and then secretly takes the kids and tells them how happy lif is and nothing goes wrong. He promises them they'll be happier with him. Little do the kids know that Barney is secretly keeping them from their parents and demanding money from them for the release of the children. They cry and plead if they too much he'll pop a cap in their ass. Meanwhile the kids smile sing while cleaning up all of Barney's shit and pretend they are better then they actually ever will be. Until all of it spirals down and they find out Barney's been using them and spending the money on cocaine. 2.Another word for Poop. 3.A hippy who likes sex drugs and beer. 4.Another word for penis.
1218708	Barney	 poop	133	1.A giant Purple Dinosaur who waits until all the adults are gone and then secretly takes the kids and tells them how happy lif is and nothing goes wrong. He promises them they'll be happier with him. Little do the kids know that Barney is secretly keeping them from their parents and demanding money from them for the release of the children. They cry and plead if they too much he'll pop a cap in their ass. Meanwhile the kids smile sing while cleaning up all of Barney's shit and pretend they are better then they actually ever will be. Until all of it spirals down and they find out Barney's been using them and spending the money on cocaine. 2.Another word for Poop. 3.A hippy who likes sex drugs and beer. 4.Another word for penis.
1221468	momenty	 moment	22	Bastardization of the word moment. Used in the context of something the speaker would like to do, as opposed to moment which often implies effort.
1232246	guh	 girl	5	"vietnamese way of saying ""girl"" when they're trying to holla."
1234246	tilses	 titties	6	female breasts....another word for titties. mostly used in marlton, nj
1240857	n00bs	 newbie	8	n00b the a fucked up way of saying newbie shortened to newb then noob save time then n00b bye some dumbass who thinks its cool it means your dumb or something like that used bye those who think they know evrything but its used most oftenly bye those who dont any thing them selves and want to make them selves feel better
1242579	lards	 large	5	The Filipino way to say large
1274959	funky	 cool	9	The word stupid dandies use instead of the word cool.
1288865	scheisse	 crap	17	"Shit. Shite. Merde. The ""S"" word. The other word for ""Crap"" scheisse is the German word for it. Also known as Shyste"
1294655	heh	 what	3	Another Word For What.
1300991	ju	 you	7	"Another way to say the word ""you"", except with an accent in your voice."
1308722	superheatedliquidcool	 extremley	22	"superheatedliquidcool, superheatedliquid coming from a science text book and cool coming from common sense, is another way of saying ""extremley"""
1309301	radonkerous	 ridiculous	17	an odd way of saying ridiculous because the situation at hand is itself, more odd than ridiculous.
1314073	ZOMG	 omg	11	"A more enthusiastic (if not sarcastic) way of saying OMG. The Z doesn't stand for anything, but rather is added onto the O, thus making it pronounced ""ZOH MY GOD!!1"""
1314080	cplspls	 c++	5	the cool way to say c++
1327951	creationist	 dumbass	5	"Polite way of saying ""dumbass""."
1329595	beginner	 noob	3	Another word for noob beginners are people who are new, somebody who is not pro, and somebody who does not pwn
1351097	byeishness	 good-bye	10	a very girly, unnessicary but fun way of saying good-bye
1379852	chino	homie	3	Another word for homie...usually referring to friends...peeps....blah blah!
1386951	inco	 incoherent	13	a description for being incoherent or rather a shortened version of the word incoherent.
1400702	Faggo	faggot	5	The new way of saying faggot. Why is it called faggo now? Well: F=Everyone loves to have fun! a=Everyone wants to get an A in school G G=Well... everyone loves twins! O=the shape of a donut. And everyone loves donuts T=But that T... that rotten T. Maybe people don't like it because it represents christ! So take it out! Now we have faggo. So remember use the word faggo... its cooler and feels like it hurts more
1425848	slummet	 slut	5	slummet is another word for slut. we use it coz it sounds fucken hilarious in general conversation
1431619	chingado	 shit	5	"spanish for the word ""shit"""
1439907	shboogie	 nigger	9	A shvartza, an ippish, another word for nigger.
1447757	faag	fag	12	The extreme state of the word fag. Used when the word fag cannot accurately desribe the severity of the situation.
1451119	PHUQ	 fuck	32	"1) The right way to spell ""fuck"" 2) Created on a whim that will surely cause a widespread craze and will change the face of the word ""fuck"" forever"
1451260	mammilla	 breasts	3	another word for breasts, can also be a word for someone's chest
1457564	jeebus	 jesus	18	Not homer originally, this word dates back to the late 1800's as a way of saying jesus without actually taking the name in vain. similar to words like jeepers creepers, jeebus is also a form of pronunciation. Sorry folks Matt G. is not the originator of all. He merely recycles pop culture into a half hour show.
1465203	fable	 fuckable	9	"adjective 1. a shortened euphemism for the word ""fuckable"" 2. describes a person with whom you would most likely have sex, based on their physical appearance antonym: fugly"
1465698	p'wned	owned	4	p'wned, also see owned. To p'wn is to own someone although it has a more elevated level making the statement more harsh. This word came around after an accidental typo of the word 'owned' and has since embedded itself into our online language.
1467225	powned	 when	19	A complete mispelling of an already mispelled word....pwned. People only use this spelling of the word when they are trying to be extra-retarded.
1479596	Profizzle	professor	4	Another way of saying Professor.
1481341	shirelle	 vagina	3	Another word for vagina, like dick or simon is another word for penis.
1495130	low-zay	 loser	9	"A really cool and sophisticated way to say ""loser,"" since anything sounds more cool and sophisticated if you pronounce it as if it were French. It also allows you to encode your insult, in case you're overheard. See also moo-lay"
1517264	coal	 cool	7	coal is a different way to say cool but it means more than that as you have put thinking into the word taht you say which means its better than cool.it can sound the same if you have a certain accent aswell
1539704	fantazmo	fantastic	12	A rad way of saying fantastic. Also, a combination of fantastic and the shortening of the word delicious to delicmo. Therefore: fantazmo
1543655	raisins	 defecation	3	another word for defecation
1553133	pawnage	 owned	74	"This ""word"" is used occasionally by extreme n00bs. This is because it is not a word. N00bs tend to think that this word originated from the game of chess, and somehow compares the skills of the victim of this exclamation to those of a pawn. The word they are probably thinking of is pwnage (pone-ij or own-ij), which originated from a typo of the word owned, and has nothing to do with such n00bish hobbies as chess."
1563819	shnoogie	 booger	7	A more kid friendly way of saying booger. Can also be used as shnoog.
1584957	cheffa	 effort	5	cheffa is another word for effort
1594393	Nerble	 nipple	9	located on the ta ta, another word for nipple. caution, may become erect.
1597650	hoadsdads	 fajitas	3	*another word for fajitas *the people in scarface *indie skaters (these terms are used in new jersey and new jersey only. if you use them anywhere outside those borders, you can and will be shot)
1615075	mehya	meh	6	"A new way of saying ""Meh"". A sign that they probably don't care."
1626688	yepperz	 yeppers	5	A version of the word yeppers. This is usually used in either: 1) Agreeing with someone. 2) Used to break the silence of an ackward situation.
1628054	psoli	 cock	4	"Another word for ""Cock"" in Greek. Synonyms: Poutsos, Kavli"
1634839	obvi	 obvious	8	"Obvi is a concise derivative of the word obvious or obviously. It is pronounced ""ov-ee"" - easier said than read - and is popular among Brits. It came over to America and was pretty much spread 'round the US like an STD. Obvi was invented shortly after the English sent people to the US for colonization. The English were becoming more and more infuriated with these new colonists, and lost their patience with these rebels. A poor American was caught saying ""obvi"" on accident, and the Brits began to say it mockingly. Unfortunately, the mockers saw their foolish mockery become a worldwide trend. And a darn good one at that."
1643371	Nooblet	 noob	19	Just a new way of saying noob. For all of you who get tired of just saying plain noob or nub. Nooblet is a more entertaining word.
1664063	grrl	 girl	6	"An altnerative spelling for the word girl acquired by doubling the letter ""r"" while simultaneously subtracting both the letter ""i"" and any possibility of intelligence. Originally intended to convey a grrwling tigrr-like attitude, but has instead come to signal to listeners that spending further time in conversation with any self-described grrl will almost certainly result in an unfortunate dearth of intellectual stimulation. Also, if you fuck a grrl, don't forget to use a rubbrr."
1665872	Plit	 nothing	5	"Slang for the word ""Nothing"" or ""Gone"""
1667772	sarcasticness	 sarcasm	11	"""For use of those who cant remember of the word sarcasm"""
1671900	jessepees	 winter	3	another word for winter, I have heard a lot of messed up ppl say this.
1672918	dwag	 dawg	30	A group of your friends would be your dwags A friend would be a dwag Origin: dwag comes from a typo of the word dawg dawg as in your dawg In orfer to use it in a sentence you must be talkin to a long time friend... no losers are aloud to say dwag
1688043	M'Kay!	 okay	8	m'kay! is used as another word for okay. m'kay! is mostly used by Mr. Garrison off of the South Park show.
1689609	byez	 bye	5	an annoying way to say bye.
1695099	striggity	 straight	5	"variation of the word ""straight,"" meaning ""I'm good,"" ""I'm cool,"" or ""I alright doin what I'm already doin."""
1703490	gary	 marijuana	4	just another word for marijuana. it comes in handy cause its not very widely known as a slang term so its easy to keep on the down low
1708040	barn	 barney	7	"May be a clipping of the word barney. Used to label a white guy who thinks he's cool...but he's wrong. Subject may be seen wearing puca-shells while talking about ""hangin' ten"" even though he lives in San Jose."
1719193	loink	 penis	3	another word for penis,schlong
1721208	brootal	 intense	3	another word for INTENSE.
1730953	turdnarded	 retarded	7	adj. A concatenation of the word retarded and two other words used to indicated the level of stupidity a person might achieve, turd and nard. adj. To be dumber than both shit and balls.
1736900	ceck	 cock	30	"Deceptive alternative of the word ""cock"". Best used against women of low intelligence due to the word's resembleance to the word ""cake"" cake + cock = ceck"
1740147	FISK	 fish	9	What cool people say in place of the word fish. This started as an inside joke and quickly spread as a large movement amongst the coolest people.
1745846	taker	 goodbye	4	"A way of saying goodbye. Shortened form of ""take it easy"" or ""taker easy"""
1749773	TIWANGS	 hello	6	A very cool way of saying hello
1756388	naygrum	 nayger	16	"derived from Chappelle Show character Clayton Bigsby, it is a deviation of the word ""Nayger"", which means ""nigger."" Usually used as a salute, or to acknowledge one of your friends."
1757430	cun	 cunt	7	1. Another shortened form of the word cunt 2. really fat
1759810	Grook	 school	7	"An alternate name for the word ""school"", all schools would be called ""grooks"" if there was no loam in the world"
1765657	Republicanist	 terrorist	3	Another word for terrorist, as they mostly are fat white religious fanatics, who seem hellbent on distroying the USA.
