defid,word,definition
5029099,Ozzish,one who looks acts or talks like ozzy osbourne
11662777,ozzing,To poop
6300838,Ozziel,"This Boi is funny as HELL, his tall and sexy, like to smile, is the nicest and lindest person you will meet, cant ever be mad at this person, has lots of SWAG and great personality, ever guy wish had his SWAG, so they hate on him. He makes girls smile and love him and turn guys gay, cause he is that sexy.. <3"
8105175,Ozziecant,"A play on the cunt. Australians pronounce it cant.The Ozziecant is a cocktail consisting of 1 part Bundaberg Rum, 1 part Northern Territory Tequila and 1 squirt of aboriginal vaginal discharge."
2125818,ozzlefung,"ozzlefung.com -- An adult blog of intelligent eroticism that features complementary videos & photos of beautiful smut. In other words, if you want a reliable source of daily porn, just lead your browser to ozzlefung.com"
1484036,ozzieball,"1. The game of baseball played the right way, with the perfect mixture of speed, power and defense. Named for the Chicago White Sox manager Ozzie Guillen. Brought the Sox to the World Series."
1893573,ozzie,"An Ozzie or (Aussie) is an Australian slang term to name themselves, often used in chants on Australia day ""Ozzie ozzie ozzie"" ""oi oi oi"""
4329853,Ozzical,"Random in a good way. A person/thing that is incredibly random, and does weird things."
1819462,ozzie ball,the art a playing baseball in a negro fashion.
8717246,ozzi,A person that no longer hangs around with his friends due to acquiring a new girlfriend.
4520362,ozzhole,Anyone who tries to imitate Ozzy Osbourne
7952011,Ozzgasm,Orgasming from the sound of Ozzy Osbournes voice.
227582,Ozzfest,"Annual festival that was ultimately started by Ozzy Osbourne's wife, Sharon Osbourne, in retaliation against Lollapalooza management, whom would not put Ozzy on the Lollapalooza line-up because he was not considered ""cool"" in the alternative world. Ever since 1996, this annual tour has increased in popularity, bringing metal bands such as Megadeth, Pantera, Fear Factory, and, of course, Ozzy and Black Sabbath. Due to the uprise of nu-metal in recent years, this festival seems to get more ""commercial"" every year."
1827845,Ozzette,"A word to describe a cute young woman (or sheila) from Oz, the land down under, whose native language is Strine"
1909722,ozzie,"usually spelt aussie but ozzie will do, they are the greatest people on earth and you will find them with mad accents, and at a barbie with a VB or beer in one hand and a snag or four'n'twenty in the other. they always have plenty of sheilas and have been known to drive holden utes and the likes. greatest people on the earth. aussie aussie aussie oi oi oi"
6380138,Ozzie,"Someone named Ozzie is a very handsome, intelligent guy. He has the most beautiful eyes on a guy that you'll ever see. He is very charming and can sweep any girl off their feet by just one look into those bright green eyes. He looks at people and life in a different way, and just by being around him you can tell he's someone special. He has a way with words that can touch anyone's heart. And has touched mine more times than one can count."
12576516,Ozzie,Ozzie means the cutest guy who has the most amazing smile ever. He seems to be shy around new people but once you get to know him you’ll for sure fall even more deeply in love with him. Ozzie always knows how to bring a smile to someone no matter the subject. When he tries to sing it’s not the best but he thinks it’s the best and you will enjoy him singing cause it’ll be hilarious. Since his eyes are a nice shade of brown you simply lose your conscience . This guy is always on a lot of girls minds cause of how underrated he is.
3461754,Ozzie,"Ozzie, the man with the huge wallet and giant penis as he is also referred to, is by far the most intellectually sexual person alive. Lover of life, and women."
9692913,ozzie,an ounce of weed
5820361,Ozzie,"Fat gluttonous retard. Used as a verb, it means you really messed something up in an irreversible way."
443946,ozzers,"source of knowledge, tend to be good at maths and appear to be very big headed, approach these beasts with extreme caution!"
5533391,Ozzholes,Ozzholes are people who are obsessed and love Ozzy Osbourne.
2452008,ozzfest,"Started by Sharon Osbourne, Ozzfest is the monster summer tour famous for hosting some of metals finest bands (Iron Maiden, Megadeth, Black Sabbath, Slayer) as well as some of metals shittiest (Wicked Wisdom, Gizmachi, Papa Roach). If you attend Ozzfest you will be exhausted (from moshing and punching the little kids), dehydrated (getting drunk doesnt hydrate you), reeking of weed and likely covered in fluids that didnt come from you. If youre a guy, youre a serious metalhead. If youre a girl, you may be part of the 90% fat-chick crowd. Either way, you probably kick ass on a regular basis. As of 2007, Ozzfest is absolutely free. You must obtain a code online, which is redeemable on or after June 12th to obtain two tickets to a venue of your choice. The most convenient place to do this is www.ozzfest.com. A code does not guarantee tickets, so you must be quick about getting them when June 12 comes around."
931786,Ozzfest,See intoxicated or hammered
632338,ozzfest,"An annual summer festival which my whole life depends on:-).Started in 96 by Headliner Ozzy Osbourned wife Sharon.Ozzfest became a platform for Nu Metal(which was getting big at the time),it became a place where bands like Korn(2003)Deftones,(hed) pe,slipknot,fear factory(1999)and Snot(1998) could play with Ozzy and 18 other bands.Now that hardcore music is getting big.Ozzfest has a bunch of hardcore/metalcore bands on the feat in 2004.I couldnt be happier."
2417364,ozzfest,"Started by Sharon Osbourne, Ozzfest is the monster summer tour famous for hosting some of metals finest bands (Iron Maiden, Megadeth, Black Sabbath, Slayer) as well as some of metals shittiest (Wicked Wisdom, Gizmachi, Papa Roach). If you attend Ozzfest you will be exhausted (from moshing and punching the little kids), dehydrated (getting drunk doesnt hydrate you), reeking of weed and likely covered in fluids that didnt come from you. If youre a guy, youre a serious metalhead. If youre a girl, you may be part of the 90% fat-chick crowd. Either way, you probably kick ass on a regular basis. As of 2007, Ozzfest is absolutely free. You must obtain a code online, which is redeemable on or after June 12th to obtain two tickets to a venue of your choice. The most convenient place to do this is www.ozzfest.com. A code does not guarantee tickets, so you must be quick about getting them when June 12 comes around."
1249163,Ozzfest,SHIT...100% pure shit.
1819779,o'cool,"used in subsitute of ok. Meaning that you are more in favour then just ""ok"". A postive term"
2947806,O'Connor,A powerful female orgasm brought on by surprisingly proficient oral sex performed by a man.
3747583,O'Connell,"One of the oldest and proudest names in Ireland. O'Connell evokes respect and reverence for anyone blessed with the name. Although egotistical, those with the name O'Connell are very sweet people. Also, O'Connells tend to be exceptionally good looking."
660666,O'clock,"a) The hour on a 12 hour clock. b) The position of something to you, 12 O'clock being straight ahead, six being behind, 3 O'Clock 90 degrees clockwise and 9 being 90 degrees anti-clockwise."
441903,ozzers,large planet were small types of pink sheep grow
441131,Ozzers,Biking god and stud of all that is good.
3382931,O'Charley's,"A lower version of the restaurant Outback} Steakhouse. Used to be cheaper than Outback, and thus worth the lower-quality food, but since kids don't eat for free anymore, not worth the trip. Used to be known for the cheapest way to feed you and your half dozen kids in town (yes, it was cheaper than going to McDonalds). Known for their yeast rolls and 400-calorie-per-4oz salad dressings that are recommended on their lighter fare salads, this restaurant caters to the lower income rednecks. Their chicken-o-tenders (high-class chicken McNuggets) and often over cooked and their salad contains a preservative that makes it smell off. The only way to order aCoors Light' is to say it right 'Curz ight'. They serve extrememly fattening food, for example, their combo appetizer has 2000 calories, the Spinach Dip is 1400 calories, the Pecan Tender Salad has 1925 calories."
5220826,O'Callaghan,"adj. The act of still having your virginity in college while being surrounded by drunken pussy 24/7. Drinking excessively almost everyday for no apparent reason while also going on explicitly long rants about nothing that have no relevance to the pertaining situation. Not showering for days at a time is also a trait of O'Callaghan. In summary, the act of completely embarrassing the Irish race one drunken night at a time."
6872244,O'Cainspringsome,"The three-headed monster consisting of Virginia Tech QB coach Mike O'Cain, offensive coordinator Bryan Stinespring, and O-line coach Curt Newsome. Together they combine into a drastically-underachieving force to continue to make Hokies football decline."
10446056,O'Connor,1)a filthy place filled with wealthy white people who think they are to good for anyone and everything2)a place were fake ass people can be fake because every one there is fake
12782449,o connell,Has a nice willy lol
4338144,o'clock,"When an attractive female is in the room and your bro hasn't noticed you say the time, if the girl is directly behind your bro it would be 6 o'clock, remeber always say the time according to his view not yours"
1412469,O'clock,The time at which people have sex in an office.
6497501,O'Caan,"A slash pairing (male/male) name consisting of Scott Caan & Alex O'Loughlin, the lead actors of the new remake of Hawaii Five-0."
243612,ocallaghan,To be all talk and no action
238024,ocallaghan,to bat for the other side
240474,ocallaghan,Adjective: (irish) Used to decribe a man (or young boy) who bails on his mates early in the evening.
3182244,O'Bryant,"an exam school that's not really an exam school in Boston, MA all the cool kids go there."
7091860,O'Bryan,A retired player
3310607,O'brienism,"(N.)- A style of speech, when you say words in an informal manner to be comical."
3098829,O'Brien,"Descended from the progenitor, Brian Boru - THE LAST GREAT HIGH KING OF IRELAND: the greatest military leader the country has ever known."
2062950,O'Breezy,1. The act of giving fellatio while smiling mischieviously
4747605,o'boyle,o boy o boy what a butt but this female can be spaztic and extremely distracting when attempting to have a night with the guys. leave her at home!!
3013172,o bryan,"a square , lame , loser ; mainly used to describe a male ."
3098828,O'Brien,"Descended from the progenitor, Brian Boru - THE LAST GREAT HIGH KING OF IRELAND: the greatest military leader the country has ever known."
2777205,O'Brien,"a high official in the Ministry of Love in ""1984."" He tortured the protagonist, Winston Smith, into submission to the totalitarian ""Party."" O'Brien was played in the film by Richard Burton; it was Burton's last role."
2385482,O'Brien,"a white suprecemacist leader that George Costanza impersonated to get a free ride in a limo. George's lie nearly cost him his life, as he faced being torn limb-from-limb by an angry mob, or being shot by angry neo-Nazi's. We're not sure how he got out of this dilemma, as the show ended with him still in grave danger, but he seemed okay in the next episode."
4876967,O'Brien,"originating in Middletown, Rhode Island, O'Brien is arguably one of the worst math teachers to ever live. He style, looks, and personality are some of the worst you will ever see. His teaching style consists of going over the material until he remembers how to do it well enough to grade a quiz, then quizzing. Whether or not his students understand it means nothing to him, and for this reason he is possibly the most hated teacher on the whole Aquidnick Island.Extremely fond of the number ""0"", as it is the only grade he enjoys giving.Also known to creep on certain innocent girls through entire class periods/school years"
11332054,O'Brien,Dusty crusty ugly little dude he has an ugly sister he stinks he looks at girls botty in gym class he needs to get smacked he thinks he's cute but he's cute but he's not he has a 5th grade friend in he is in 7th grade he likes an 9th grader and he likes a 6th grader
6834829,O'blookey,The act of dancing with an extra large sombrero on while eating 5 peanuts and balancing on a high top shoe in an Irish bar.
3081928,O'Boyle,"Possibly worse than a bova, an o'boyle likes men a lot more and doesn't like muffins."
3505506,O'byrne,To fail miserably
7001693,O'Blenis,A kid named Ben who loves minecraft has a Giant Forehead..
1741874,o'bine,moderately skilled northern Skater usually found in cold & harsh climates.
2203023,O'Berry,"To be sooo phenominal, that people will drop all their plans just to hang with you. You are the Star of the Bar, The King of the Karaoke, and the life of the party. people all strive to be like you and be in your inner circle. To be an outcast is to be in a social coma!"
12650324,O'BELL,A creepy pedophile man who disappears from school many times without giving notice. He also loves to eat honey and drink coffee. He is strange and hits on 7th grade girls.
4035438,O'Beirne,"Irish surname from Connacht. Is pronounced like O'Byrne, but both have different origins and meanings. Is meant to mean dreamer. The coat of arms contains a sun and a moon, a tree with a lizard underneath it and a red cross."
11274681,O'beef,Fatter than obese.
4084594,O'----,An expression showing a bong.
11274699,o'beef,Fatter than obese.
61372,o',"Short for ""of""."
11336798,o&o,one and only
9654676,O&D,Origin and Destination
5785410,o&btw,"Literally ""Oh and by the way, ..."""
4705450,O&A,"Oran and Anal. Commonly used abbreviation in dating/sugar daddy websites. It asks or announces that a woman has good oral and anal sexual skills. NOTE: It does NOT mean she goes from anal to oral, or ""ass to mouth"". It simply states she performs both oral and anal sex."
5901355,o%,"otay. It was invented to shorten the word otay, which is short for okay. o=oh %=tayy"
7953125,O&A,The signature embodying true love.The signature of true love between two people.A promise between two people
8990885,O&S,"O&S is the abbreviation of the duo bosses in the game ""Dark Souls"", Ornstein and Smough, whom guard the Chamber of the Princess in Anor Londo. This abbreviation is used by lazy people, whom don't bother writing the full names when looking up guides on how to beat them.The O&S bossfight is sometimes referred to as the hardest and douchiest boss battle in the game."
8580762,o$p$,"Used by moneylenders and the IRS,commonly seen spray painted outside houses in singapore. Stands for ""owe money pay money"""
2648251,O&S,"Abbreviation for 'odds and sods' derived from 'bits and bobs'; small and often trivial pieces of items, information, tasks etc. that usually remain after sorting. Can also be spoken as seen, ""oh en es""."
7251924,O-5-O,"To take control of a object by picking it up with one hand using all 5 fingers and as a result an ""O"" is made with both sides of your hand."
4896008,O-,"One of the rarest forms of blood type among humans. A Universal donor.O Negative Blood type is very important because it can potentially be transfused to any patient regardless of their blood type. In emergency situations, when there isn’t enough time to determine a patient’s blood type, O negative blood is often used.Best blood type to donate: O +, O - (i.e. Son), B-, A- (i.e. ME) RH- Only about 7% of all people have Type O negative blood Type O negative blood is the preferred type for accident victims and babies needing exchange transfusions There is always a need for Type O donors because their blood may be transfused to a person of any blood type in an emergency"
1201230,O-1-O,"This is the act of blowing your wad between the eyes of a girl during the ""money shot"". The two ""O's"" represent the eyes and the ""1"" represents the sperm trail between them."
7943073,O-+-<,When you have gone into absolute boredom and messed around on your keyboard to make a stick man with the keys.
7989562,O-)--<,"A stick man figure, possibly one of the best emoticons ever. If you're reading this, you probably got very bored and decided to type this stick man figure in the search bar."
6466429,O-),"An emoticon to be used when a person is faced with an impossibly weird statement/post to which he must reply, or if his own statement is weird. (resembles an alien)(alternative forms of the emote are ""o-:) o-;) o-:D etc."")"
6852605,O-('-'Q),"Fighter Kirby, one of kirby's many forms."
4019423,"o,o","A face that is like ""o.o"" except this one has a bit of drool on its mouth"
4478903,"O -,O",Mesmerized drooling face.
509301,"o,o",Having a really small dick. Usually meaning lame people.
3061263,O),"Cyborg Smilie, usually used by dumbass MMORPG n00bs"
964586,O(+>,"ASCII of the love symbol, which Prince changed his name to for seven years starting in 1993."
4175508,o'zeed,A term for oversleeping
421219,O'Zang,"A follow-up to the popular term zing, to further degrade the victim of the vicious verbal assault. The word is normally accompanied by two exclaimation marks, as the example illustrates."
6141961,o'weener,"An o'weener is anyone over eighteen that goes around trick or treating. Parents or guardians escorting their little angels, demons, monsters, etc. are understandable but not adults without kids."
1298809,o'toolihan,a last name given to someone so that whoever you are talking to knows who you mean.
543052,O'Tooled,"1)O'Tooled: Drunk. Hammered. Hungover. In referance to the British actor Peter O'Toole who stard in such films as Lawerance of Arabia, and was famous for off screen drinking binges. 2) O'Tooled: Denied. Rejected on a regular basis. Losing streak. In referance to the British actor Peter O'Toole who stard in such films as Murphys War, and was famous for not winning an acting Oscar after 8 nomminations."
124270,O+,ASCII for female.
891532,O(+>,the love symbol of one of the sexiest singers alive!
839179,o)+>,How you write the Prince symbol on the computer.
5557445,O+,"Its the symbol of a girl,like you have seen just move you head to your left and you'll see it"
2728871,O'Toole,A master of all trades; to be devilishly handsome or ravishingly beautiful. O'Toole's are part time gods. They get what they want. More or less a general bad ass. To O'Toole someone is to give them the greatest pleasure they have ever experienced.
2817833,o'thousand,"the year 0AD 1000 AD, or 2000 AD"
6527683,O'Sullivan,"The third most common name in Ireland.the O'Sullivan family line once ruled county cork, until the notorious potato famine, many of the O'Sullivan family emigrated to Manchester for a better life, although just how many and exactly when is a mystery. As with any name starting with O followed by an apostrophe, it means 'Brother of' or even 'Slave of' So the original O'Sullivans would most likely have been freed slaves or nameless families who where accepted by the Sullivan family as their own for great deeds or services rendered.Famous O'Sullivans include Ronnie O'Sullivan (snooker player) and Richard O'Sullivan(1960's actor, Robins nest)They are generally prolific breeders and have been known to father children out of wedlock, or simply deny the existence of an offspring/sibling for reasons known only to themselves, Also notable is an inherent tolerance for alcohol, probably stemming from Irish roots, most O'Sullivans enjoy Guinness, however, this is not as common any more, most will just drink until their vision is impaired and their legs unable to transport them directly to their destination and yet somehow wake up right as rain."
5058893,O'straddle,"To unexpectedly hump one's face vigorously whilst perched atop their shoulders. The maneuver must be initiated by a running jump, where the O'straddler leaps onto the recipient's shoulders before thrusting."
5945498,O'Stoyle,An alcoholic beverage made with Patron and Sunny D.
8241968,O'slick,"O'Slick or Slick'O is a name associated with 'gangbanging' culture. O'Slick is a name often owned by gangleaders and needs to be earned and can not under any circumstances be claimed or 'bought'. Once a streethustler has earned a large amount of 'streetcredz', he/she may be able to call themselves O'Slick. However, very few hustlers dare wear the name for reasons unknown to most outsiders. There has been incidents where hustlers who claim to posess the right amount of streetcredz and then proceeded to call themselves O'Slick, have died within hours of the namechange. The origin of O'Slick is unknown, but the first mentions of the name is dated in the early 20th century. CAUTION: The wrongfull acquisition of the name is considered extremely dangerous."
8384792,o'shôn,"An amazing girl that loves to dye her hair random and exciting colours. She is someone that everyone should look up to. She has stunning blue eyes and is extremely smart, yet easy to talk to."
3041492,O'Toole,"Kay, so I'm up in the spot, a mean kid, not the type to smoke pot. You just heard the first rhyme, of this lullaby--show time. Met a girl, broke my world, not over it, won't dare show it, won't let her know it, Listen to my rap flow shit. Dissin bitches with my new hit, O'Toole, back in grade six, didnt know ""Dicks before Chicks"", Now it's what I'm all about, Listen to all the kiddies shout, ""Dickhead, dickhead"". Then O'Said Then O'Said. ""Listen to me drop the beat, brng the heat, now bow-kiss my feet. This Bro's gotta' go skeet, so peaceee."""
2069411,otoole,an extreme suckup that buys you pizza or pop just to be your friend.
6084972,Otoole,"Otherwise known as: douche bag, ass hole, nutsack, ass, boner,"
6084987,otoole,"Otherwise known as: Douche bag, asshole, boner, dick, ball sack, nuts, ass"
11977285,O'toole,A literally snake
6494456,O'sullivan,An irish name which translates roughly as maker of potato smiles for Mc Cains. Can commonly be seen in ireland but sometimes they venture east to pick fights with English Children and steal their potatoes.
4172792,O'Sheep,"Someone who mindessly follows and emulates anything and everything in the name of Obama. A waste of flesh and brain cellsA group of people who lack the capacity for careful consideration, imagination, or individual thought, who thusly go with Obama and allow god awful trends and events to unfold and make us all miserable."
12272423,o'shean,O'shean is a sweet and kind man. He will steal your heart the second you lay your eyes on him. You may question his truth and loyalty at first but he will grow with you to show you he is maturing. O'sheans' are amazing.
11248566,O'Shawn,A cool friend a guy with a attitude he has a lot of friends and his girlfriend is friends with his friends girlfriend and he is good at sports and everything he do
11232508,o'shauna,A ugly yet dumb witted person with crazy thirst for ass.
3285846,o'shannessy,the act of fantacising about small dogs in the cavities of large sweaty elderly men whilst having their way with a watermelon possibly whilst shoving a tampon in their rectum to achieve the ultimate sensual imaginary pleasure.
1624618,O's,"ounces,particularly of crack"
7137183,O'Rourked,"To be ridiculously drunk to the point of no return with the occasional bout of severe memory loss. Self control and dignity will be a distant memory and the whole night will be an emotional rollercoaster. Other symptoms: extreme dancing, kicking off shoes to join in a fight, temporarily working in a kebab van, dressing up as their mother."
3334952,O'Rourke,"The O'Rourkes were the historic rulers of Breifne in the 12th century. At which time the name was spelled ""Ruairc"". ""O'"" Meaning ""grandson of"" translates the name to ""Grandson of Rourke"". O'Rourke has no urban heritage and is not urban in anyway."
6975454,o.s.,"abbreviation of ""one's self"" sometimes used in dictionaries"
875833,OS,"Operating system. Simply, a program that runs your computer. Examples of an operating system are CP/M, DOS, Windows, Mac OS, Linux, and Palm OS, though there are many more. One will oftentimes become overly attached to their OS, preaching it as though it were a religion and shunning all who use anything even slightly different."
2678783,OS,"Abbreviation for Operating System A good list of popular Operating Systems are listed here (taken from ""www.bellevuelinux.org""): AIX Amiga BeOS Darwin FreeBSD FreeDOS GNU/Hurd HP-UX IRIX JavaOS Linux Mac OS X Microsoft Windows MINIX MS-DOS NetBSD OpenBSD Palm OS QNX SkyOS Solaris TRON Tru64 An operating system is the main software that runs a computer, without an operating system a computer is almost useless. There is no best operating system, they all have their advantages/disadvantages and were all developed with some kind of goal in mind."
551592,os,"the opposite of so. when a conversation dies, instead of saying so, say os. it will jump the conversation to a new level to keep the flow."
11982398,O.S.,"A.K.A Original SinA clan in the popular mobile game Vampires Dark Rising or VDR for short. Founded by the Leader Antimus ""Ant"", they are an awesome group who treat each other like family and have beat Venom one of the largest clans after a year long war."
344960,O.S,Oral Sex
4145289,O'Rourke,another word for god... simply the highest form of authority even greater than god himself
359040,O'Rourke,To masturbate one's self.
3684589,O'rourke,noun - an individual who performs numerous acts of douchebaggery
575895,o'rizzle,oh really
682404,o'riordan,Another term for an ass
12643839,o'renthian,A fake ass aid.
2056525,O'reily,"A person who's an obnoxious asshole, that doesn't stop to consider other peoples points before dismissing them. Made in homage to Bill O'Reily"
6457158,O'Reillyism,"A comment made by Fox News Commentator, Bill O'Reilly, exhibiting 1. Extreme bloviation 2. Ridiculousness on its face 3. Humorousness without meaning to be humorous 4. Sentence containing a mangled metaphor 5. Following in the footsteps of ""Bushisms,"" ""Newtisms"" and ""Palinisms."""
3145420,O'reillying,"An unexplained, immediate anger attack or rage brought on by perceived incompetence by other people or perceived outcome that is not favorable to the egomaniac throwing the fit. O'reillying is usually accompanied with phrases such as, ""Can't do it"", ""Go Go"", ""lets do it live"" and ""F- it"""
3021455,O'Reillyed,"The act of a fact being completely twisted. The person, after realizing his mistake, will deny his fallacies just to be a stubborn ass. The source of the term comes from the O'Reilly Factor, from its constant use of misconstrued facts."
1532155,O.I.B.B.,"Stands for ""Only Identifiable By Book."" Used to name people you never knew exsisted untill you found them in the yearbook."
935828,Orizzle,Whitest black gangsta I know!
5497254,O'Reillyism,The lack of understanding of how something works is the proof of god.
1880334,O.H.U.B.,See underbob An OverHandUnderBob the act of masturbation while standing up. Masterbaiter places same leg as non dominant hand on something higher than his other foot. Using the underbob technique.....watch the toe hair.
2547390,O.G.P.,"Other Gay Posse... Typically when one straight person within a group has two separate sets of gay friends, they may refer to the set not present at the time as the O.G.P."
1912025,O.G.L.B.,"Our Gay Little Brother. Pronunciation: 'au(-&)r...'gA...'li-t&l...'br&-th&r Function: noun Usage: Not Often enough Etymology: Central Jerseyish, Supinoese & smittyese 1 : a sexually confused account manager that spends his nights surfin gay porn."
4657406,O.G.ISM,classified as the art oF spitting game and knowledge to the youngsters usually from someone over the age of 25 In general it is called O.Gism
4518899,O.F.R.,"Out Fucking Rageous: A song written and performed by the 80's band, Nitro."
4168955,O.F.P.D.,"""Offending Fathers, Pleasing Daughters"" A guy who girls love but their fathers loathe"
7873458,O.F.F.S.,OH for fuck sake
3570147,O.E.G.M,One Eyed Green Monster. The left over undigested stuff in your poo
2417526,OGP,"""Old Grey Pubes"". A term used to regard old people, regarding the lack of color in their pubic hair. A term to describe an old person."
2015232,O.D.S.S.,"Orangeville District Secondary School also referred to as ""Over Dosed, Slightly Stoned"" or ""Over Dose Secondary School"" made famous for inventing the popper bottle, and making international news with their fight clubs."
3983879,o.d.s.s,"O.D.S.SOrangeville District Secondary School Some people call it overdose. we call it legendary.but were all entitled to our own opinions.Located in Orangville ON.CA this highscool is popular for its ""fight club"" which no longer exsits...Skids chill at the side of the school and they think there cool. but really there just a bunch of confused little gypsy's.at the front of the school theres the smokers area where children go and smoke occasioannly beig harrassed and ticketed by the police. Can't we all just get along ? NO fuck that, we definetly can't. FUCK THE POLICE. (jks) :DThen theres the obvious large amount of drugs in odss explaing its nickname. People go to smoke weed in the gypsy forest after school hours. During lunch hours at ""the box"" and popper alley along with some other places cant be identified past those abbrevations because then they would be booked:Dodss has a population of around 1000 students. Most of them are white except for the few black kids so dont say nigger cause you never know... one of us could be standing by a chalk board invisible to your eyes. G is legend at O.D, DDA made an epic appearence.Pretty much it though.. We invented the popper bottle cause were straight g's all day every day... And then theres the fact that were to poor to afford glass bongs so we stick metal tubes in plastic bottles.... And sometimes, but rarely we cant afford plastic bottles so we use pop cans.."
6704077,O.C.P.O.S,Overly controlling peices of Shit
3823600,O.C.G.D,obsessive compulsive gaming disorder. When someone feels the need to complete every single aspect of a game even if its not theirs. They must unlock every single thing no matter how small it is
3424689,O.C.E.D.,Obsessive Compulsive Election Disorder Falling into the trap of having the current United States presidential campaign rule every inch of your life.
2863225,o.c.dizzle,being ocd to the max
3246124,O.C.Distic,Adj. meaning that some one is acting with impulses of O.C.D. (obsessive compulsive disorder)
12249913,O.C.C.I.D,"An acronym for the tragic and debilitating medical condition- Obsessive Compulsive Calendar Invite Dickhead. Sufferers are known to infuriatingly and incessantly send google calendar invites to acquaintances for even the most trivial of scheduled appointments, thus clogging up the unwilling recipients email, calendar and life. The only proven treatment is for the perpetrator to be euthanised."
2927858,O.D.S.S.,"Orangeville District Secondary School (O.D.S.S) is a Orangeville high school (no shit). Although white kids are the majority, there still are enough non-white people to kick the ass of anybody stupid enough to be racist. 'Famous' for an alledged 'fight club', but anybody who goes to this school/lives in Orangeville will know it was blown out of proportion. Points of interst at O.D.S.S are; The Side (a.k.a The Skid Pit, but the side kids will kick your ass for saying that), The Front, The Cafe (eating is cool!), and The 'Cool Kids Hall', (mostly full of fags, bitches, and preps). ODSS is located very very very close by Tony Rose Arena, where we buy our snacks."
12160478,Odss,"Odss is the highschool home to the skater boys, hockey players and lacrosse finatics. We have the popular girls with their tits hanging out and the popular boys that'll date you as long as you have a big ass. The less popular girls are the nicest and funniest people you'll ever meet although only the creepy guys from maps or island lake with ever consider dating them. The less popular guys can also be super sweet and will help you with anything you need but only the creepy girls from peps with consider dating them. Tony, the hockey arena across the road, is where all these kids play, every guy in the hallways are wearing some sort of flyers shit. Now, although odss isn't the school of our dreams... at least we don't attend west side."
4421172,O.D.S.S,One of the best high schools in Orangeville with some of the gayest kids.
1570316,ODs,"Short for Olive Drabs, the common-issue army fatigues worn by U.S. soldiers during World War II."
9751693,O.D.S.,(Verb) Open-door Shitting
3441686,ODS,"Short for ""Obama Derangement Syndrome"", a derogatory term used for the act of critical thinking about Barack Obama. This term is derived from BDS, Bush Derangement Syndrome."
6446631,OD's,"A secret society group at Oxford University made popular through their high levels of steez in all aspects of life. If you are an OD you represent excellence in all facets of university culture - sport, academics, clubbing and gyming."
5007915,ODS,"Obama Derangement Syndrome - something caught by survivors of BDS and even some who never suffered from BDS. Characterized by an instinct to turn the channel when voice is heard. Other signs are: disbelief, rage, guilt, and sorrow. No known cure!"
3222286,OCGD,"Obcessive Compulsive Gaming Disorder;The utter inability to apply ones life to anything non-videogame related. Speaking in text is another clear indication of OCGD. (i.e.: LOL, ROFL, OMG, WTF)"
3379078,OCGD,Obsessive Compulsive Gaia Disorder
10969965,OCGD,Obsessive Compulsive Gaming Disorder. Someone who spends 25 hours a day 8 days a week playing video games just sitting in front of the computer screen.I should know because I do that exact thing.
3355448,O.C.C.D.,"Obsessive Compulsive Computer Disorder. When someone cannot accept what people say in casual conversation as being truth until they look it up on their computer or internet accessible phone. Symptoms include frequent googling at the dinner table, church or other inappropriate places."
3386903,O.B.W.R.A,Online boyfriend with rotating arms
1392023,O.B.T.A,ORIGINAL BONG TOKING ALCOHOLIC
2033387,O.B.G.,"Oldie But Goodie. A term to describe a middle aged woman over 50, that is extremely attractive, well built, dresses sexy and who has obviously taken great care of herself."
2651644,o.b.e.g,"O.B.E.G - Means Official Baby Eating Gangsta. Its used to define someone who is indulged with Extreme Metal Thoughts, and Fetishes... including having Scrambled eggs and fetuses, BDSM, and has been involved with shemdems."
5812551,O.B.E.C.,"Overly Bragging Excessive Coolness. Used to describe somebody that is waaay too full of themselves and think that they're ""all that"".Pronounced with all the letters flowing together, so it would be ""obec""."
